case_name,experiment,iter,plan_id,exp_date,best_speedup,avg_good_speedup,kernel_metadata
rmsnorm_matmul_K1024_M4096_N2048,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",2,"('rmsnorm_matmul_K1024_M4096_N2048_IDa085ef2280b74154b0aaf9a26fdcdf0e', 'plan_7_0')",eval-5-11-11-09-04-11-11-19-28,1.0560525265498542,"{""1.0"": 13, ""1.01"": 3, ""1.05"": 3, ""1.1"": 0, ""1.2"": 0, ""1.4"": 0}","{""latency"": 0.9997230000000001, ""min_ms"": 0.996947, ""max_ms"": 1.003218, ""rel_diffs"": 0.006290203992789903, ""hbm_read_bytes"": 25231360, ""hbm_write_bytes"": 33554432, ""psum_read_bytes"": 393472, ""psum_write_bytes"": 4456704, ""sbuf_read_bytes"": 39846016, ""sbuf_write_bytes"": 26018048, ""spill_reload_bytes"": 0, ""spill_save_bytes"": 0, ""hardware_flops"": 36507222016, ""transpose_flops"": 2147483648, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 584.4905239687848, ""hfu_estimated_percent"": 0.42046634874236605, ""scalar_engine_active_time_percent"": 0.1850644145130836, ""vector_engine_active_time_percent"": 0.04240694320621375, ""gpsimd_engine_active_time_percent"": 0.005118165821420725}"
rope_single_freq_apply_B1_D128_H64_N4096,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",0,"('rope_single_freq_apply_B1_D128_H64_N4096_ID0', 'plan_2_1')",eval-6-11-11-09-04-11-11-16-50,1.1470767083607218,"{""1.0"": 13, ""1.01"": 13, ""1.05"": 12, ""1.1"": 6, ""1.2"": 0, ""1.4"": 0}","{""latency"": 3.777437, ""min_ms"": 3.769048, ""max_ms"": 3.785228, ""rel_diffs"": 0.0042928612211889745, ""hbm_read_bytes"": 268435456, ""hbm_write_bytes"": 134217728, ""sbuf_read_bytes"": 136314880, ""sbuf_write_bytes"": 270532608, ""spill_reload_bytes"": 0, ""spill_save_bytes"": 0, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 0, ""hfu_estimated_percent"": 0, ""scalar_engine_active_time_percent"": 0.16231303304336359, ""vector_engine_active_time_percent"": 0.7467799644189328, ""gpsimd_engine_active_time_percent"": 0.008494382315362703}"
rope_single_freq_apply_B1_D128_H64_N4096,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",1,"('rope_single_freq_apply_B1_D128_H64_N4096_ID12cc2a3636b3489d96e219fb99ca31bf', 'plan_5_0')",eval-6-11-11-09-04-11-11-18-30,1.300194113462004,"{""1.0"": 87, ""1.01"": 87, ""1.05"": 87, ""1.1"": 74, ""1.2"": 1, ""1.4"": 0}","{""latency"": 3.332587, ""min_ms"": 3.326186, ""max_ms"": 3.341939, ""rel_diffs"": 0.004736055049236612, ""hbm_read_bytes"": 268435456, ""hbm_write_bytes"": 134217728, ""sbuf_read_bytes"": 136314880, ""sbuf_write_bytes"": 270532608, ""spill_reload_bytes"": 0, ""spill_save_bytes"": 0, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 0, ""hfu_estimated_percent"": 0, ""scalar_engine_active_time_percent"": 0.18360228477700258, ""vector_engine_active_time_percent"": 0.8388689893336645, ""gpsimd_engine_active_time_percent"": 0.018973323671592473}"
silu_M4096_N7168,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",0,"('silu_M4096_N7168_ID0', 'plan_8_1')",eval-12-11-11-09-04-11-11-16-50,1.2632648149586976,"{""1.0"": 9, ""1.01"": 4, ""1.05"": 3, ""1.1"": 3, ""1.2"": 3, ""1.4"": 0}","{""latency"": 1.055386, ""min_ms"": 1.0537619999999999, ""max_ms"": 1.057688, ""rel_diffs"": 0.003725698971874196, ""hbm_read_bytes"": 117440512, ""hbm_write_bytes"": 117440512, ""sbuf_read_bytes"": 121110528, ""sbuf_write_bytes"": 121110528, ""spill_reload_bytes"": 0, ""spill_save_bytes"": 0, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 0, ""hfu_estimated_percent"": 0, ""scalar_engine_active_time_percent"": 0.6042131811386229, ""vector_engine_active_time_percent"": 0.9389168994824875, ""gpsimd_engine_active_time_percent"": 0.01562792154929075}"
silu_M4096_N7168,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",1,"('silu_M4096_N7168_ID61ea06e1f8cf47b981cf200682d2eb6c', 'plan_9_0')",eval-12-11-11-09-04-11-11-18-30,1.3340123972523925,"{""1.0"": 97, ""1.01"": 86, ""1.05"": 84, ""1.1"": 78, ""1.2"": 53, ""1.4"": 0}","{""latency"": 0.999415, ""min_ms"": 0.9933780000000001, ""max_ms"": 1.002114, ""rel_diffs"": 0.008794235426997431, ""hbm_read_bytes"": 117440512, ""hbm_write_bytes"": 117440512, ""sbuf_read_bytes"": 120193024, ""sbuf_write_bytes"": 120193024, ""spill_reload_bytes"": 0, ""spill_save_bytes"": 0, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 0, ""hfu_estimated_percent"": 0, ""scalar_engine_active_time_percent"": 0.46637143656788893, ""vector_engine_active_time_percent"": 0.9612478819226826, ""gpsimd_engine_active_time_percent"": 0.015812228669851706}"
silu_M4096_N7168,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",2,"('silu_M4096_N7168_IDd9a5cf3910ce4c9a9fe35142196d54ca', 'plan_2_0')",eval-12-11-11-09-04-11-11-19-40,1.6712613132098177,"{""1.0"": 101, ""1.01"": 84, ""1.05"": 84, ""1.1"": 82, ""1.2"": 60, ""1.4"": 4}","{""latency"": 0.79774, ""min_ms"": 0.775474, ""max_ms"": 0.821116, ""rel_diffs"": 0.05885690558290795, ""hbm_read_bytes"": 117440512, ""hbm_write_bytes"": 117440512, ""sbuf_read_bytes"": 118358016, ""sbuf_write_bytes"": 118358016, ""spill_reload_bytes"": 0, ""spill_save_bytes"": 0, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 0, ""hfu_estimated_percent"": 0, ""scalar_engine_active_time_percent"": 0.286115071889573, ""vector_engine_active_time_percent"": 0.6723952656538085, ""gpsimd_engine_active_time_percent"": 0.020540481981668444}"
swiglu_K1024_M4096_N3072,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",0,"('swiglu_K1024_M4096_N3072_ID0', 'plan_2_0')",eval-0-11-11-09-04-11-11-16-50,0.9998050963861129,"{""1.0"": 0, ""1.01"": 0, ""1.05"": 0, ""1.1"": 0, ""1.2"": 0, ""1.4"": 0}","{""latency"": 4.2226, ""min_ms"": 4.218659, ""max_ms"": 4.227908, ""rel_diffs"": 0.002192402846497076, ""hbm_read_bytes"": 141623296, ""hbm_write_bytes"": 83886080, ""psum_read_bytes"": 835584, ""psum_write_bytes"": 19136512, ""sbuf_read_bytes"": 109182976, ""sbuf_write_bytes"": 143638528, ""spill_reload_bytes"": 83886080, ""spill_save_bytes"": 67108864, ""hardware_flops"": 156766306304, ""transpose_flops"": 2147483648, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 685.642545771578, ""hfu_estimated_percent"": 0.41351855764799733, ""scalar_engine_active_time_percent"": 0.09320645429705965, ""vector_engine_active_time_percent"": 0.13453784799593071, ""gpsimd_engine_active_time_percent"": 0.0007167028141132903}"
swiglu_K1024_M4096_N3072,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",1,"('swiglu_K1024_M4096_N3072_ID6dec603d32244b878452d93ba5fb654b', 'plan_6_1')",eval-0-11-11-09-04-11-11-18-30,1.0002400039424144,"{""1.0"": 3, ""1.01"": 0, ""1.05"": 0, ""1.1"": 0, ""1.2"": 0, ""1.4"": 0}","{""latency"": 4.220764, ""min_ms"": 4.209432, ""max_ms"": 4.22572, ""rel_diffs"": 0.003869405658530724, ""hbm_read_bytes"": 141623296, ""hbm_write_bytes"": 83886080, ""psum_read_bytes"": 655360, ""psum_write_bytes"": 19136512, ""sbuf_read_bytes"": 109182976, ""sbuf_write_bytes"": 143458304, ""spill_reload_bytes"": 83886080, ""spill_save_bytes"": 67108864, ""hardware_flops"": 156766306304, ""transpose_flops"": 2147483648, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 685.642545771578, ""hfu_estimated_percent"": 0.4137975308656207, ""scalar_engine_active_time_percent"": 0.08543094487901703, ""vector_engine_active_time_percent"": 0.126538269488967, ""gpsimd_engine_active_time_percent"": 0.0007173585173098635}"
swiglu_K1024_M4096_N3072,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",2,"('swiglu_K1024_M4096_N3072_ID277d558cdf9d45a8a89fd6660fcc36b9', 'plan_6_1')",eval-0-11-11-09-04-11-11-19-45,0.9999779718465989,"{""1.0"": 0, ""1.01"": 0, ""1.05"": 0, ""1.1"": 0, ""1.2"": 0, ""1.4"": 0}","{""latency"": 4.22187, ""min_ms"": 4.215503, ""max_ms"": 4.224922, ""rel_diffs"": 0.0022343715566090897, ""hbm_read_bytes"": 141623296, ""hbm_write_bytes"": 83886080, ""psum_read_bytes"": 835584, ""psum_write_bytes"": 19136512, ""sbuf_read_bytes"": 109182976, ""sbuf_write_bytes"": 143638528, ""spill_reload_bytes"": 83886080, ""spill_save_bytes"": 67108864, ""hardware_flops"": 156766306304, ""transpose_flops"": 2147483648, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 685.642545771578, ""hfu_estimated_percent"": 0.4141111449650999, ""scalar_engine_active_time_percent"": 0.09340724867707466, ""vector_engine_active_time_percent"": 0.13465003563595979, ""gpsimd_engine_active_time_percent"": 0.0007177281790680276}"
transpose_matmul_K2048_M4096_N10944,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",0,"('transpose_matmul_K2048_M4096_N10944_ID0', 'plan_0_0')",eval-9-11-11-09-04-11-11-16-50,1.0236093555932584,"{""1.0"": 5, ""1.01"": 1, ""1.05"": 0, ""1.1"": 0, ""1.2"": 0, ""1.4"": 0}","{""latency"": 9.388651, ""min_ms"": 9.386274, ""max_ms"": 9.391429, ""rel_diffs"": 0.0005492062132428951, ""hbm_read_bytes"": 392167424, ""hbm_write_bytes"": 179306496, ""psum_read_bytes"": 1409024, ""psum_write_bytes"": 45088768, ""sbuf_read_bytes"": 235929600, ""sbuf_write_bytes"": 393576448, ""spill_reload_bytes"": 0, ""spill_save_bytes"": 0, ""hardware_flops"": 369367187456, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 646.3412844036698, ""hfu_estimated_percent"": 0.4345139653641192, ""scalar_engine_active_time_percent"": 0.03900140549742917, ""vector_engine_active_time_percent"": 0.0004061823845701952, ""gpsimd_engine_active_time_percent"": 0.00239773553667606}"
transpose_matmul_K2048_M4096_N10944,"TopK=8, ExpN=16, B=6, N=12, K=2, T=16, gpt-oss-120b, gpt-oss-120b",1,"('transpose_matmul_K2048_M4096_N10944_IDaf9715fac4e14f64afd6bcd069bfbb8a', 'plan_8_1')",eval-9-11-11-09-04-11-11-18-30,1.0271950988667338,"{""1.0"": 44, ""1.01"": 18, ""1.05"": 0, ""1.1"": 0, ""1.2"": 0, ""1.4"": 0}","{""latency"": 9.355877, ""min_ms"": 9.328355, ""max_ms"": 9.393941, ""rel_diffs"": 0.0070308216186026045, ""hbm_read_bytes"": 392167424, ""hbm_write_bytes"": 179306496, ""psum_read_bytes"": 1409024, ""psum_write_bytes"": 45088768, ""sbuf_read_bytes"": 235929600, ""sbuf_write_bytes"": 393576448, ""spill_reload_bytes"": 0, ""spill_save_bytes"": 0, ""hardware_flops"": 369367187456, ""peak_flops_bandwidth_ratio"": 223.781463973542, ""mm_arithmetic_intensity"": 646.3412844036698, ""hfu_estimated_percent"": 0.4346473612095233, ""scalar_engine_active_time_percent"": 0.039004680119619134, ""vector_engine_active_time_percent"": 0.0004064994778933097, ""gpsimd_engine_active_time_percent"": 0.0023987044163385042}"
